order_id,customer_id,product_category,product_price,quantity,order_date,region,payment_method,delivery_days,is_returned,customer_rating,discount_percent,revenue
58839,5c41972f-b93f-4ec7-8095-0ebf42d58be6,Toys,366.07,5,2023-12-27,Asia,PayPal,1,0,2.7,0,1830.35
58840,0e8348f2-f9cc-4ebf-b9a8-68c76898ecd8,Electronics,150.37,2,2024-12-27,South America,BankTransfer,4,0,4.5,0,300.74
58841,c9730ac7-e065-4965-a741-89ddba168b81,Electronics,275.61,4,2025-08-21,North America,BankTransfer,7,0,4.8,20,881.95
58842,4cd05266-aa37-4747-aeea-2440e07b67ac,Sports,32.48,3,2023-06-23,Africa,BankTransfer,6,1,4.6,20,77.95
58843,ea3c7fe4-632d-476f-a997-733cf3cd27c0,Sports,421.6,4,2025-08-07,North America,CreditCard,9,0,2.2,0,1686.4
58844,17b5b75a-348f-4d30-b89f-515d66b594fc,Fashion,181.21,3,2023-08-08,South America,PayPal,5,0,4.9,5,516.45
58845,1f0eb46a-89d2-403f-8757-c819da493f2e,Fashion,210.79,2,2024-01-11,Africa,CreditCard,8,0,3.9,0,421.58
58846,26c3aaf7-d8ba-4d48-94e6-cd669be8a7e0,Automotive,489.6,3,2023-01-08,Oceania,PayPal,3,0,4.1,0,1468.8
58847,2dfd5322-e38b-4ce3-bf77-9bd26c076999,Sports,238.42,3,2023-07-29,Asia,Cash,7,0,4.9,5,679.5
58848,cf2b9c4d-01d3-4ef1-a05c-57e5cf2a4658,Automotive,97.13,5,2025-03-06,Asia,PayPal,4,0,3.0,0,485.65
58849,4099fdf7-267e-4e7a-982d-a2f8432f327a,Toys,214.51,2,2024-03-07,South America,BankTransfer,1,0,3.8,20,343.22
58850,244d7a16-fb9d-46ea-b410-1619594e81f1,Fashion,420.18,3,2024-02-20,South America,PayPal,4,0,3.2,0,1260.54
58851,4c335465-4506-4a17-8cd5-c00ee2fc182e,Home,398.02,2,2025-08-21,North America,CreditCard,5,0,3.8,5,756.24
58852,0aeb5016-9e6f-48b6-b07d-467a1d17528b,Toys,280.5,2,2023-08-24,Oceania,Cash,6,0,2.6,5,532.95
58853,cb3fa2b1-cda4-4d57-8108-a22ce0127524,Fashion,202.88,1,2024-07-24,North America,CreditCard,9,0,3.1,0,202.88
58854,6b1047aa-52ba-4869-a5cc-fbe2a70a21aa,Fashion,177.59,2,2024-04-09,Oceania,PayPal,7,0,4.1,0,355.18
58855,3eb4f363-456c-491f-b26f-f0855962198d,Automotive,290.91,4,2025-03-15,South America,PayPal,8,0,4.2,0,1163.64
58856,bc852b37-9005-4a31-9fca-4f203eed8d85,Beauty,328.27,5,2024-01-05,Oceania,BankTransfer,8,0,3.5,10,1477.22
58857,0573ac60-981c-4705-ad17-1806084816d6,Home,284.9,3,2024-07-17,Asia,CreditCard,7,0,4.0,15,726.49
58858,4d594f02-1eeb-4a8b-a443-2c181ad8e024,Sports,199.99,1,2023-01-12,Europe,Cash,6,0,3.6,0,199.99
58859,060cbc3c-84dc-467f-96e0-12cd3f5333a2,Home,36.14,3,2024-09-16,Europe,CreditCard,4,0,2.9,15,92.16
58860,185dbe2b-6437-40d1-9ada-ec88ff7ef54c,Automotive,354.92,4,2024-04-30,South America,Cash,6,0,2.8,0,1419.68
58861,83e73fe3-a5d9-4c43-8e19-4f1b100cfd95,Toys,313.84,1,2025-05-11,Asia,BankTransfer,9,0,2.9,10,282.46
58862,1eba43ac-e580-4a8f-b1ae-123045d8e5cd,Electronics,459.04,1,2024-09-13,Africa,Cash,5,0,3.0,5,436.09
58863,d8f10ba9-0c64-4d3e-b9d7-da7905ef641e,Home,280.82,2,2025-07-05,South America,Cash,5,0,2.8,15,477.39
58864,be58d502-ac37-45e4-8e35-e0d65cbc957e,Beauty,289.19,2,2024-02-23,Europe,PayPal,7,0,2.1,0,578.38
58865,b9b2d34a-3996-4153-ad94-6d902d3d532d,Electronics,410.72,4,2023-03-01,North America,Cash,3,0,3.5,5,1560.74
58866,fdf4100c-c572-4e39-b763-301b02a2d908,Toys,55.55,2,2023-09-25,Africa,CreditCard,2,0,2.9,15,94.43
58867,af536e5d-716c-4822-b2ad-ee89ba6468a7,Toys,420.34,2,2024-12-03,Africa,Cash,3,0,4.0,5,798.65
58868,b3f13340-c79d-4ff2-8400-d880cfe81127,Toys,495.51,3,2023-06-07,South America,Cash,2,0,3.2,10,1337.88
58869,f93714c3-2d59-407f-8cf3-0b8838b1bd29,Automotive,89.77,3,2024-03-02,Oceania,PayPal,9,0,3.4,0,269.31
58870,c6189502-eded-4409-9767-0aba78809ca9,Sports,305.39,4,2024-05-25,South America,Cash,5,0,4.4,0,1221.56
58871,d654a3b3-1826-437a-9f00-dfd938e8f867,Beauty,247.356,4,2024-11-23,Asia,BankTransfer,4,0,3.6,0,989.42
58872,b891f393-76ec-4622-9b10-a3b376fc46c1,Automotive,338.62,4,2024-03-29,Asia,CreditCard,3,0,4.8,10,1219.03
58873,f36ab925-360a-417a-9927-9c90103e8728,Toys,291.483,2,2024-11-08,Europe,Cash,4,0,3.7,15,495.52
58874,d1195513-4e25-435b-9a30-962773c04e30,Sports,387.05,2,2025-10-13,North America,CreditCard,1,0,4.6,0,774.1
58875,7fe9d1a8-d1d5-45f4-a0e5-2d88849365b7,Beauty,384.44,3,2023-06-18,Europe,Cash,8,0,3.3,5,1095.65
58876,2596baf4-48f0-467e-bc6b-b331f42a4c16,Beauty,76.491,2,2024-11-17,Africa,CreditCard,6,0,3.7,0,152.98
58877,60e04edc-a34c-4e95-86b4-2962799d569c,Automotive,301.21,5,2023-06-09,Oceania,CreditCard,1,0,3.2,0,1506.05
58878,bc6b8cfd-19a3-4b0e-92c1-868a563edd1a,Electronics,51.59,2,2025-04-17,Asia,CreditCard,2,0,4.1,0,103.18
58879,64f96159-8cfb-4e32-abd4-75be0cd69080,Home,369.38,3,2025-12-16,North America,BankTransfer,2,0,2.7,0,1108.14
58880,7c3cc7b3-4a6c-480c-90a8-d383b07c38ad,Home,429.25,2,2023-09-04,North America,Cash,4,0,2.6,5,815.58
58881,d016e63e-5916-4214-95f0-d432bf9ea380,Electronics,57.03,2,2025-03-15,South America,PayPal,1,0,2.3,0,114.06
58882,95ddd614-9f96-475f-a625-d6043c5fe1b1,Fashion,239.45,2,2025-02-15,Oceania,PayPal,6,0,3.8,10,431.01
58883,697c1537-2679-4be6-81da-1fe45481b376,Fashion,75.65,5,2025-04-15,Oceania,Cash,8,0,3.6,15,321.51
58884,3bf319b6-daf5-434d-901a-48a6430c7532,Fashion,147.13,3,2024-07-09,North America,BankTransfer,5,0,2.3,5,419.32
58885,653a9768-1797-4b59-b927-ca00b88262dd,Toys,368.51,5,2023-03-30,South America,BankTransfer,1,1,4.5,0,1842.55
58886,aac44f99-7c41-4b26-9164-5a336210db80,Beauty,213.95,1,2025-07-16,North America,CreditCard,8,0,2.9,0,213.95
58887,fc573b72-d938-499c-90bb-0fa54cfbe334,Home,341.45,5,2023-12-25,Asia,Cash,4,0,3.0,0,1707.25
58888,9ee8966d-a9c7-427c-9d26-1cfd46405d41,Sports,269.93,3,2025-08-14,South America,PayPal,3,0,2.3,0,809.79
58889,4a94a08c-6963-40fc-8c54-5af124ce2728,Toys,257.94,3,2025-12-05,Europe,Cash,2,0,4.2,10,696.44
58890,23edf3ca-1092-443c-b1c5-44b3c560016e,Fashion,76.77,2,2025-06-02,North America,CreditCard,9,0,4.8,0,153.54
58891,a1ea2803-35a6-4d33-a494-1c4a19b06d38,Home,407.87,1,2025-10-14,Europe,BankTransfer,1,1,4.2,5,387.48
58892,eb7157f0-e5d1-4d75-ac69-d4c03f4c4bee,Toys,72.41,4,2025-09-04,South America,CreditCard,2,0,4.7,0,289.64
58893,ee6866a8-097c-4de8-ad37-81cf6eaa04b6,Automotive,48.84,5,2024-07-12,South America,CreditCard,3,0,4.4,15,207.57
58894,91d33644-75df-4695-aa8f-701416ad9135,Electronics,268.27,3,2025-03-24,Oceania,BankTransfer,4,0,2.9,0,804.81
58895,87de5d43-fc87-43a5-9db5-42e21fe5d2a8,Beauty,419.787,5,2024-11-06,Asia,Cash,9,0,3.3,10,1889.04
58896,9bf1b6ae-1a3a-48b8-9bc1-71720cb5d0f3,Fashion,7.76,5,2024-04-20,Asia,CreditCard,1,0,3.1,10,34.92
58897,a24f2abf-3706-4c0f-b40c-f03bb629df07,Home,52.98,1,2024-02-12,Asia,BankTransfer,7,0,2.1,15,45.03
58898,12a7bc20-d042-497b-95ba-c97b3f504818,Fashion,190.34,2,2023-03-15,North America,Cash,4,1,2.1,0,380.68
58899,970e2038-8018-4bf7-a4e9-7b57e04b7a4c,Automotive,33.6,3,2023-05-08,Africa,CreditCard,6,0,2.8,0,100.8
58900,75518597-2722-43f1-a9e0-23047e54d133,Beauty,318.006,5,2024-11-26,Europe,CreditCard,9,0,4.6,5,1510.53
58901,21ee5825-85b9-485e-8074-7a54e637bc35,Fashion,39.87,2,2024-09-13,Africa,PayPal,2,0,2.4,15,67.78
58902,d0491449-ccab-4ff3-86a5-076e1498aaca,Fashion,293.48,5,2023-06-27,South America,CreditCard,7,0,2.6,15,1247.29
58903,4b8c5328-0c36-48c3-bb67-8b6a83e26ad2,Toys,243.47,2,2023-12-21,Oceania,BankTransfer,9,0,3.2,0,486.94
58904,c2ee5d35-e5dd-4dae-ac75-ea46382c01b4,Toys,189.954,2,2024-11-23,Oceania,Cash,4,0,4.6,10,341.92
58905,85812010-7747-4675-9ecd-51b1f719e55c,Home,43.6,3,2024-09-25,Oceania,PayPal,5,0,4.1,10,117.72
58906,6d0c6b27-0353-46dd-a79c-1a646e86d438,Sports,452.87,1,2024-07-04,Asia,CreditCard,5,0,4.1,0,452.87
58907,af3dc220-1bcd-4f54-a093-c6bcccf954b7,Home,259.46,3,2024-05-15,South America,BankTransfer,9,0,4.5,5,739.46
58908,62cc9e86-2ae9-420a-b35a-2abcc55e6930,Toys,208.18,2,2023-06-18,Europe,Cash,9,0,4.1,0,416.36
58909,d697b0ef-c7e2-4955-a909-7b7f8e4049fd,Electronics,10.41,3,2025-04-21,Africa,CreditCard,3,0,4.3,5,29.67
58910,f0dce4ef-c906-4636-8aaf-ec181b0c1481,Fashion,441.87,5,2023-02-14,Asia,BankTransfer,7,0,4.2,0,2209.35
58911,f08cf819-7c55-49fd-b1f0-5109153788f6,Fashion,22.16,5,2023-07-03,Oceania,BankTransfer,5,0,2.2,0,110.8
58912,3c674b1f-7617-45f9-b6c5-62096c106bfc,Home,60.678,2,2023-11-12,Asia,BankTransfer,4,0,3.7,0,121.36
58913,a2b021d3-71f9-44f8-ab7f-428b1e06f727,Toys,104.63,5,2023-08-19,Europe,PayPal,1,0,3.2,0,523.15
58914,325229ef-b3b1-4073-b1ac-300497c99412,Automotive,44.63,4,2025-09-15,Asia,Cash,8,0,3.4,5,169.59
58915,ba6f5cc8-ef49-4d83-86e1-719c4f944750,Beauty,81.04,5,2024-03-29,Africa,PayPal,8,1,2.1,20,324.16
58916,9fcb8a50-d4c3-4498-a482-a189c80df485,Electronics,261.8,3,2024-10-15,Oceania,PayPal,7,0,4.0,0,785.4
58917,a21fd839-31cc-4f79-896a-6dab57406c68,Sports,73.82,3,2023-03-07,Africa,CreditCard,8,0,3.2,0,221.46
58918,40a3ce56-fae9-4049-9cba-36817e20b065,Toys,200.23,5,2023-05-18,Europe,CreditCard,8,0,3.0,10,901.04
58919,543a61c7-8fc3-4437-afb6-2ac97369f326,Sports,80.71,3,2025-07-24,Oceania,CreditCard,1,0,4.5,10,217.92
58920,1a51b097-0423-4d5c-934d-2e98a07c547d,Fashion,237.51,1,2023-07-31,South America,BankTransfer,8,0,2.1,0,237.51
58921,4b24338c-8db0-475a-90c5-3c7047fbbbae,Toys,359.47,2,2023-01-27,Asia,Cash,8,0,3.4,0,718.94
58922,1d2c340d-2dc6-455f-af54-559c5a09fe46,Electronics,331.96,2,2024-10-04,Europe,PayPal,4,0,3.2,10,597.53
58923,20cb514e-1b16-4ae5-ae98-7e556f6a1ebf,Fashion,115.29,5,2025-12-29,North America,CreditCard,8,0,4.2,0,576.45
58924,2ebc130f-aad9-452e-b8c7-08affb392edc,Toys,34.36,4,2025-02-07,Oceania,PayPal,4,0,4.6,0,137.44
58925,68fb9c2e-f14c-434b-a007-57ef365d5ea9,Home,487.46,4,2025-12-04,Europe,Cash,9,0,3.5,0,1949.84
58926,7f66a49f-d867-4f0b-be03-574989e6720a,Fashion,394.59,3,2025-10-27,South America,CreditCard,9,0,4.1,0,1183.77
58927,678f11c1-c7ab-4eab-9a82-33f68e453fd5,Home,129.87,2,2023-05-04,Europe,BankTransfer,6,0,4.3,5,246.75
58928,fb24685f-26eb-4531-a179-e691af8fa90d,Beauty,60.31,5,2024-05-15,Asia,CreditCard,5,0,3.9,5,286.47
58929,4fb1cb72-1eb2-48d9-ae75-5e570f162345,Fashion,148.76,2,2023-01-11,Europe,Cash,5,0,4.5,15,252.89
58930,d422c2c6-f3c0-45a6-b470-1364103365a7,Fashion,160.58,3,2025-04-09,Oceania,Cash,1,0,4.3,0,481.74
58931,ecc94063-4d79-4623-ac0d-430f16cb573c,Toys,358.68,5,2024-09-20,Africa,BankTransfer,9,0,4.7,10,1614.06
58932,d31d9be0-086a-479a-aa12-93e32f63da02,Automotive,252.48,5,2024-01-22,North America,CreditCard,9,0,2.9,0,1262.4
58933,d7bc40fc-6b6e-434d-925f-ededf74fed1c,Automotive,175.51,2,2025-01-29,South America,CreditCard,4,0,2.8,15,298.37
58934,1a0cb119-7d8a-4541-936e-58e29e5ef2f5,Home,170.86,1,2024-08-08,Africa,PayPal,4,0,4.0,0,170.86
58935,34410d04-6f48-4373-8590-1f491db585fe,Sports,317.56,5,2024-04-21,Europe,PayPal,3,0,4.6,0,1587.8
58936,c069cea3-c417-4acd-80b6-2c4f0bdcda75,Toys,192.312,6,2024-11-05,Europe,PayPal,7,0,4.5,5,1096.18
58937,7dead0d9-0086-4f1d-8262-ab59df204814,Automotive,205.2,3,2023-02-07,North America,BankTransfer,8,0,3.5,15,523.26
58938,827dbc19-39f7-4e55-a969-2de09af2be57,Home,369.945,5,2023-11-01,Europe,BankTransfer,8,0,2.2,0,1849.72
58939,894be010-3edc-4b45-8f1a-ab53539d05d1,Beauty,499.28,1,2025-05-19,North America,BankTransfer,8,0,3.4,15,424.39
58940,302093b6-3ed9-45bd-8f47-a21b9be51852,Electronics,9.98,3,2024-01-20,North America,BankTransfer,7,0,3.4,0,29.94
58941,1a26394e-4b87-4871-b4f3-7897ec9f303d,Automotive,234.252,6,2024-11-04,Africa,Cash,4,0,4.7,10,1264.96
58942,716641f1-cfbd-4260-8ebb-3eefaa2fb59d,Fashion,413.92,1,2023-09-30,South America,BankTransfer,4,0,3.1,0,413.92
58943,491773c7-df90-4bd5-8474-a0535eee6047,Automotive,246.57,3,2024-03-14,Africa,BankTransfer,2,0,4.0,0,739.71
58944,e24c329e-d55d-41f9-9936-f03937047d14,Home,260.38,4,2024-04-20,South America,PayPal,2,0,2.8,15,885.29
58945,4e544c0b-1d88-4434-bf34-46477991fb2b,Beauty,200.65,1,2025-04-11,South America,Cash,9,0,5.0,10,180.58
58946,3bd3c51a-7844-4003-9eab-95fa00d7f036,Home,396.16,3,2025-09-01,Europe,BankTransfer,9,0,4.0,0,1188.48
58947,e8d7e76e-e584-4316-a0a3-ae501d2419c4,Toys,73.89,1,2024-06-23,Asia,PayPal,4,0,4.4,5,70.2
58948,36a52ce8-70b8-488e-8ed9-475f07de2ba0,Toys,109.23,1,2024-12-16,Africa,CreditCard,9,0,4.3,0,109.23
58949,c2eaffa5-c9a6-48d7-85ca-cc1b0907b658,Sports,490.08,3,2024-07-29,Europe,PayPal,5,0,2.9,10,1323.22
58950,6f95c662-4d59-4cfe-b619-9e5c19586634,Fashion,408.27,5,2023-07-03,Asia,BankTransfer,9,0,3.3,0,2041.35
58951,b16e4dcf-21bc-4684-8b9b-54279ab70cfa,Toys,213.92,3,2023-06-10,Asia,CreditCard,2,0,4.6,0,641.76
58952,218fd90e-9b71-4ed1-9b0b-cfe2ec164cbf,Beauty,161.13,5,2025-04-12,Oceania,CreditCard,5,0,4.1,0,805.65
58953,ae85a16e-b584-4f45-8b28-f1484157d8d6,Electronics,479.78,1,2023-07-23,North America,CreditCard,5,0,3.9,0,479.78
58954,a210ee03-643e-47d1-9807-27aa03b66a3b,Home,380.88,5,2025-03-10,Europe,BankTransfer,3,0,2.2,5,1809.18
58955,c24ffc90-eda3-42c7-8089-735e794b242a,Automotive,206.35,5,2025-05-26,Oceania,CreditCard,8,0,3.6,0,1031.75
58956,22959ad0-2c8b-453f-bf0f-bb571c5fcaa2,Beauty,228.114,5,2023-11-11,South America,CreditCard,2,0,4.8,0,1140.57
58957,e64ada04-453d-4692-a712-2271d377b384,Sports,58.16,4,2023-08-18,Oceania,PayPal,9,0,3.5,0,232.64
58958,47964805-6f81-4edb-8d60-8c4bb7f52d23,Automotive,304.09,1,2023-02-18,North America,BankTransfer,5,0,2.7,5,288.89
58959,970d0cf3-3f1d-4ccc-9bea-1c500686e838,Beauty,269.87,1,2023-01-07,North America,BankTransfer,1,0,2.1,0,269.87
58960,14e97034-55b5-4141-a20e-ce7d4291a247,Electronics,27.21,5,2024-01-01,Africa,PayPal,2,0,4.5,0,136.05
58961,2860c0db-38aa-451b-88a2-8366791fb174,Fashion,180.1,3,2023-05-03,North America,BankTransfer,2,0,3.2,0,540.3
58962,6ad7c4b1-7807-41eb-8a8a-60a70dbd7aab,Home,351.43,4,2024-10-03,South America,BankTransfer,3,0,4.4,10,1265.15
58963,e5eeb9ec-5924-4f6f-8650-cda631a88e46,Sports,297.22,1,2025-03-14,Asia,BankTransfer,9,0,4.6,0,297.22
58964,eef58f75-33b7-472b-b756-457152e9e257,Sports,120.84,1,2023-04-26,South America,BankTransfer,5,0,3.5,0,120.84
58965,48eea711-ff73-455a-b285-4de28b7e1d28,Electronics,381.84,1,2023-05-07,Europe,Cash,7,0,2.5,0,381.84
58966,1dc7602c-ae54-4c46-a451-0d18214e1915,Home,387.91,2,2023-07-09,Europe,Cash,4,0,2.6,10,698.24
58967,0f238dfb-5c1c-4578-84a6-e88f7aa9fc04,Fashion,376.44,1,2024-03-31,North America,CreditCard,2,0,4.3,0,376.44
58968,a92ec558-5916-4d77-98e7-90d50a1bda91,Electronics,403.46,5,2025-08-12,Africa,CreditCard,6,0,4.2,15,1714.7
58969,96aeb19a-8a15-4601-a5a0-10e66bb97214,Toys,369.8,4,2024-01-31,Oceania,PayPal,1,0,3.7,5,1405.24
58970,a3a9116d-666e-46e6-8ee8-c6fe6b7fc2ed,Home,83.88,3,2023-09-26,Europe,CreditCard,4,0,3.1,15,213.89
58971,a23f3dc8-21e1-4a18-bd83-b67ddd039c8b,Home,313.71,3,2023-07-14,Asia,PayPal,3,0,3.3,0,941.13
58972,4f90b258-d939-4a9c-b083-e44ca369d0e0,Automotive,312.83,5,2025-09-21,South America,CreditCard,1,0,2.5,0,1564.15
58973,005657d4-f32e-4da4-8eae-bd2598e6bdd5,Toys,412.55,4,2024-07-13,Asia,Cash,6,0,4.6,0,1650.2
58974,31a4d326-f622-40e0-8099-1c0865d85678,Electronics,239.76,4,2023-11-28,Europe,Cash,9,0,2.1,5,911.09
58975,93ff7131-7e26-4326-bf04-7c0b9c8e432e,Home,186.55,4,2024-04-04,Asia,BankTransfer,4,0,4.3,0,746.2
58976,e317a19b-4773-43a5-b441-b4b661076afe,Automotive,32.7,5,2025-12-08,North America,PayPal,8,0,3.0,0,163.5
58977,4e9ba80d-a654-4e6e-a771-1ad35cc6a9df,Fashion,214.63,3,2024-09-13,Africa,PayPal,5,0,4.4,0,643.89
58978,20932e75-ce4e-4f63-926b-f597c5e8091f,Sports,102.14,5,2025-05-03,Europe,PayPal,1,0,4.5,5,485.16
58979,3e9931e1-e054-4d17-a950-346c1529047f,Electronics,190.71,2,2023-03-08,Europe,BankTransfer,7,1,3.5,5,362.35
58980,97972f02-96f3-422a-828a-f444f05d1436,Fashion,58.3,2,2023-08-22,North America,PayPal,3,0,3.1,0,116.6
58981,c94b832b-03f6-4606-b257-52e4e0d9c43d,Electronics,462.86,5,2023-04-13,Oceania,BankTransfer,4,0,4.8,0,2314.3
58982,e38f8a8f-b7d2-4a25-8b1e-06f49cc11714,Electronics,170.38,2,2024-04-12,Europe,BankTransfer,3,0,4.9,0,340.76
58983,eaf8905d-0224-42aa-b547-912483e56206,Electronics,168.15,3,2025-07-28,North America,PayPal,4,0,3.2,0,504.45
58984,4b0d7355-c0fa-49ab-8b41-82e331fc46c2,Home,210.0,4,2024-10-30,Oceania,CreditCard,5,0,3.9,5,798.0
58985,35270e68-e716-4994-ae85-9bd38633172a,Electronics,323.88,1,2024-03-26,Africa,BankTransfer,2,0,4.2,0,323.88
58986,fb79eafb-fcf4-406b-9083-20b97954e33f,Fashion,106.97,2,2023-07-22,Oceania,PayPal,3,0,4.4,15,181.85
58987,e000ec18-9de6-4a56-84a8-5b6d1e877c19,Electronics,432.7,3,2025-02-24,Africa,BankTransfer,3,0,2.4,15,1103.38
58988,d05b8076-fd05-476e-a36b-91fff368bdd6,Beauty,75.36,2,2024-12-23,Asia,Cash,4,0,4.1,15,128.11
58989,49dc36b1-9e68-4744-94ad-d5769d366db6,Sports,258.28,1,2025-10-02,South America,BankTransfer,5,0,3.5,15,219.54
58990,20d556cb-bb6a-40d6-b05d-d09315eccb41,Automotive,171.87,2,2023-05-06,North America,PayPal,7,0,3.2,5,326.55
58991,71551aec-dd3c-4f54-bcee-aeecfac40aeb,Automotive,201.05,5,2024-07-24,Oceania,Cash,9,0,2.4,15,854.46
58992,9aa13bfe-0cb2-4c0b-bd7b-5070b99a4eb4,Home,250.65,3,2025-04-04,North America,PayPal,1,0,2.6,0,751.95
58993,13202b72-6700-4ccb-bc82-92d736846f76,Toys,251.46,5,2023-05-06,North America,BankTransfer,2,0,2.3,0,1257.3
58994,bd79db95-a744-43e5-984b-55decf88968f,Home,122.04,1,2023-08-01,Asia,PayPal,7,1,3.3,0,122.04
58995,9c0ba582-7928-4f13-8d47-a674b655a9e2,Fashion,233.89,1,2024-10-11,North America,CreditCard,8,0,2.8,0,233.89
58996,ef4716f8-4b4b-44f0-963b-881ab4ff87bc,Fashion,87.74,5,2023-01-01,Europe,BankTransfer,2,1,3.8,10,394.83
58997,57d308fe-987f-412c-9641-ef6cafd64379,Toys,18.44,5,2025-04-14,Africa,Cash,9,0,3.7,0,92.2
58998,99088d44-ac85-4586-bd76-3ba855efc6e4,Beauty,246.55,3,2024-06-01,South America,PayPal,1,0,3.2,20,591.72
58999,4782d4f4-82a7-423d-8838-f55341f6ddd0,Beauty,472.08,1,2025-03-17,Africa,CreditCard,9,0,2.6,0,472.08
59000,86886de0-1d80-4279-bebc-b21ef97ab164,Home,259.76,3,2024-06-11,South America,Cash,9,0,3.2,10,701.35
59001,7f9e2bec-d74b-4e4b-8444-345a1581b3bb,Fashion,315.23,3,2024-06-21,Africa,PayPal,3,0,2.9,5,898.41
59002,04e7b93f-adcc-448e-a889-480e0037fd21,Automotive,475.97,5,2024-05-16,North America,PayPal,1,0,4.5,20,1903.88
59003,2eca9e3f-1cb5-40e4-b18e-25781be96f6d,Beauty,412.57,2,2023-10-20,Oceania,Cash,4,0,3.0,0,825.14
59004,79e5a936-0e16-4d94-a6ce-2dc6f27c2cd7,Electronics,190.57,1,2023-08-23,North America,PayPal,9,0,3.6,0,190.57
59005,427087d4-4960-44f8-b2b1-bff7338bbeb2,Home,429.53,2,2025-10-29,Europe,BankTransfer,8,0,2.9,5,816.11
59006,1f9da6c4-3dcd-48ae-bd53-38acbbdd9b50,Sports,485.0,4,2025-10-23,North America,BankTransfer,5,0,3.5,0,1940.0
59007,c4421569-cc93-401e-a3b2-9226b21f1a00,Fashion,90.01,3,2024-09-05,Europe,CreditCard,4,0,4.4,5,256.53
59008,151ac925-27b2-482e-a3a7-d59dcb390534,Sports,35.17,5,2025-10-12,Africa,PayPal,5,0,3.6,10,158.27
59009,e0c739cf-ccfd-47ed-9443-facb16eeb42c,Fashion,324.9,1,2024-12-12,South America,PayPal,2,0,4.6,10,292.41
59010,84a01954-d9c9-4ec3-a1b5-c8a3da4d7550,Automotive,446.14,3,2025-07-18,Africa,Cash,5,0,4.1,5,1271.5
59011,8ecf001d-3a09-47e2-809b-5bda6cc7c915,Beauty,206.61,2,2023-03-25,Asia,CreditCard,2,0,4.3,0,413.22
59012,504ae2c5-df48-4c5a-9b38-d130ec159dd9,Sports,53.54,5,2023-04-27,Europe,BankTransfer,2,0,2.4,0,267.7
59013,c25fe007-988b-4fc9-87ed-bfe79acb860e,Toys,11.19,1,2023-05-15,Europe,Cash,1,0,4.9,0,11.19
59014,bb9bad83-8ff9-4b42-9b71-6e9014241171,Fashion,129.88,4,2023-08-22,North America,BankTransfer,8,0,2.8,5,493.54
59015,6de79369-0340-4f66-af50-00021605c468,Electronics,320.26,1,2025-01-19,Europe,CreditCard,2,0,2.4,0,320.26
59016,e4d0929c-0204-48af-aa81-1845327056a9,Sports,221.15,5,2023-01-15,Africa,BankTransfer,6,0,3.8,10,995.18
59017,783812e9-e0d4-4636-b564-c6af71aab4d3,Electronics,438.012,5,2025-11-09,Asia,BankTransfer,7,0,2.6,0,2190.06
59018,aecb9984-b1e5-443b-a91b-b94039a3accb,Beauty,236.56,5,2024-03-15,Africa,BankTransfer,3,0,3.7,5,1123.66
59019,a8550818-2b88-4f6c-8cc9-ef424847565b,Toys,14.094,5,2025-11-06,Europe,Cash,8,0,2.7,0,70.47
59020,a0babf3b-1b52-4b40-bc3a-84552bb98ef8,Home,346.59,1,2024-01-24,Africa,PayPal,7,0,4.2,0,346.59
59021,aba511ce-b140-4ac2-a71c-65534ea97d34,Electronics,253.2,4,2025-01-20,North America,CreditCard,8,1,3.4,5,962.16
59022,06beeb3f-7c9d-44bc-94e6-2404cadeadd5,Beauty,449.49,2,2024-09-18,South America,CreditCard,3,0,4.6,0,898.98
59023,a2e71b70-4141-40c0-98e6-af964a77c700,Toys,290.4,1,2024-02-12,Africa,PayPal,5,0,2.9,0,290.4
59024,42eda527-4e7b-4a3a-abfd-9acac7a4ec8f,Fashion,428.3,1,2023-07-14,Africa,PayPal,2,0,2.7,10,385.47
59025,42f13942-8846-49c5-8337-6b620bbec010,Sports,10.16,4,2023-08-30,Oceania,PayPal,8,0,4.1,5,38.61
59026,74268b55-d12c-4671-9abd-6912885e29a1,Sports,323.74,4,2023-10-20,Asia,CreditCard,6,0,4.1,10,1165.46
59027,8f22f83c-a375-4680-a52e-dd067b46bbd9,Sports,48.74,4,2025-05-27,Europe,Cash,4,0,3.5,0,194.96
59028,30100924-67b7-4af8-bf99-2c0a2ae15997,Sports,409.284,2,2024-11-25,Asia,PayPal,4,0,3.2,5,777.64
59029,3b268c45-e37f-4315-92aa-ca04fd09f34b,Toys,51.17,5,2024-06-03,Europe,Cash,2,0,2.7,0,255.85
59030,216de1dc-6248-4ff0-a7e7-513616f6dba6,Sports,20.61,3,2025-02-24,South America,CreditCard,6,0,3.7,0,61.83
59031,dd062ec2-0726-4d2f-8777-917cad5014ab,Sports,43.12,3,2024-01-01,Europe,PayPal,3,0,2.9,20,103.49
59032,a8203543-3cb0-476a-b0a9-a76deb547283,Electronics,424.09,4,2025-03-11,Oceania,Cash,2,0,2.2,10,1526.72
59033,09d908db-cf46-48fd-a73b-8c5d5cef5e73,Sports,289.3,4,2025-09-11,North America,PayPal,5,0,2.9,5,1099.34
59034,5a91ff12-cef8-456f-b1f9-d9ff67e20a23,Toys,271.31,1,2023-03-04,Europe,CreditCard,2,0,2.7,20,217.05
